No;Pertanyaan;Fakta;Dokumen;Keluaran System;TP;TN;FP;FN
172;Kapan chava dilahirkan?;17-Nov-19;"17 November 2019;12 Desember 2017;12 Desember 2017;18 November 2020;17 November 2021;12 Desember 2017;17 November 2019;17 November 2019;23 September 1995;17 November 2019;20 Juli 2022;17 November 2021;17 November 2019";17-Nov-19;1;0;0;0
173;Kapan lesti menikah?;19 Agustus 2021;"19 Agustus 2021;13 Juni 2021;19 Agustus 2021;23 Juni 2022;19 Agustus 2021;19 Agustus 2021;24 Mei 2021;19 Agustus 2021;19 Agustus 2021;26 Desember 2021;26 Desember 2021;24 Mei 2021;31 Mei 2021;28 Juli 2022";19 Agustus 2021;1;0;0;0
174;Kapan unilever berdiri?;5 Desember 1933;"5 Desember 1933;11 Januari 1982;03 September 2019;2 September 1929;5 Desember 1933;2 September 1929;1 Januari 1930;5 Desember 1933;22 Juli 1980;30 Juni 1997;5 Desember 1933;22 Juli 1980;30 Juni 1997;15 Mei 1998;11 Januari 1982;5 Desember 1933;22 Juli 1980;30 Juni 1997;18 Juni 2008;9 Juni 2011;6 Juli 2015;20 Juni 2016;11 Januari 1982;5 Desember 1933";5 Desember 1933;1;0;0;0
175;Kapan berdirinya voc?;20 Maret 1602;"20 Maret 1602;20 Maret 1602;20 Maret 1602;31 Desember 1799;20 Maret 1602;31 Desember 1600;20 Maret 1602;31 Desember 1799;7 November 1623;20 Maret 1602;17 Maret 1798;15 Januari 1602;31 Desember 1799;17 Desember 1998;5 Juni 2022;20 Maret 1602;31 Desember 1799;20 Maret 1602;20 Maret 1602;20 Maret 1602;20 Maret 1602;20 Maret 1602;30 Mei 1619;31 Desember 1799";20 Maret 1602;1;0;0;0
176;Kapan greenfields didirikan?;14 Maret 1997;"14 Maret 1997;14 Maret 1997;14 Maret 1997;13 Oktober 2021;14 Maret 1997;1 Juli 2022;23 Juni 2022;14 Maret 1997;30 September 2020;18 Juni 2020;31 Desember 2019;30 November 2020;16 April 2021;14 Maret 1997";14 Maret 1997;1;0;0;0
177;Kapan hari raya idul adha 2022?;9 Juli 2022;"30 Juni 2022;8 Juli 2022;9 Juli 2022;29 Juni 2022;30 Juni 2022;8 Juli 2022;9 Juli 2022;29 Juni 2022;9 Juli 2022;29 Juni 2022;9 Juli 2022;9 Juli 2022;9 Juli 2022;9 Juli 2022;23 Juni 2022;26 Juni 2022;30 Juni 2022;26 Juni 2022;30 Juni 2022;27 Juni 2022;26 Juni 2022;5 Juni 2022;9 Juli 2022";9 Juli 2022;1;0;0;0
178;Kapan hari raya idul fitri 2023?;22-Apr-23;"2 Mei 2022;22 April 2023;1 Januari 2023;22 Januari 2023;22 Maret 2023;7 April 2023;22 April 2023;23 April 2023;1 Mei 2013;6 Mei 2023;18 Mei 2023;1 Juni 2023;29 Juni 2023;19 Juli 2023;17 Agustus 2023;27 September 2023;25 Desember 2023;1 Januari 2023;22 Januari 2023;22 Maret 2023;7 April 2023;22 April 2023;23 April 2023;1 Mei 2023;6 Mei 2023;18 Mei 2023;1 Juni 2023;29 Juni 2023;19 Juli 2023;27 September 2023;26 Desember 2023;2 Mei 2022;22 April 2023;08 Januari 2023;23 Januari 2023;07 Maret 2023;07 Maret 2023;23 Maret 2023;23 Maret 2023;08 April 2023;20 April 2023;21 April 2023;21 April 2023;05 Mei 2023;21 Mei 2023;04 Juni 2023;19 Juni 2023;28 Juni 2023;27 Juni 2023;28 Juni 2023;01 Juli 2023;04 Juli 2023;19 Juli 2023;19 Juli 2023;27 Juli 2023;28 Juli 2023;02 Agustus 2023;18 Agustus 2023;01 September 2023;17 September 2023;28 September 2023;01 Oktober 2023;16 Oktober 2023;30 Oktober 2023;15 November 2023;29 November 2023;14 Desember 2023;28 Desember 2023;3 Januari 2033;11 Maret 2033;23 November 2033;23 Desember 2033";22-Apr-23;1;0;0;0
179;Kapan universitas sriwijaya didirikan?;01-Apr-53;"1 April 1953;29 Oktober 1960;17 Agustus 1952;1 April 1953;31 Oktober 1953;1 November 1957;31 Oktober 1957;29 Oktober 1960;3 November 1960;31 Desember 1993;1 September 1993;6 Maret 1997;1 Mei 2013;17 Juni 2022;21 Juni 2022;1 april 1953;31 Oktober 1953;1 November 1957;31 Oktober 1957;1 April 1953;1 November 1957;1 September 1993;16 Oktober 2014;20 Desember 2021;17 Agustus 1952;1 April 1953;31 Oktober 1953;1 November 1957;31 Oktober 1957;29 Oktober 1960;3 November 1960;1 September 1993;6 Maret 1997;21 Juni 2022;17 Agustus 1952;1 April 1953;31 Oktober 1953;1 November 1957;31 Oktober 1957;29 Oktober 1960;3 November 1960;31 Oktober 1960;21 Agustus 1966;1 April 1953;29 Oktober 1960;3 November 1960;3 November 1960;17 November 2021;9 September 2021;25 Agustus 2021;3 Juni 2022;31 Mei 2022;29 April 2022;13 April 2022;1 Maret 2022;14 Januari 2022";01-Apr-53;1;0;0;0
180;Kapan lesti melahirkan anak pertamanya?;26 Desember 2021;"26 Desember 2021;27 Juni 2022;27 Desember 2021;19 Agustus 2021;26 Desember 2021;28 Desember 2021;29 Desember 2021;24 Desember 2021;26 Desember 2021";26 Desember 2021;1;0;0;0
181;Kapan meninggalnya nike ardilla?;19 Maret 1995;"19 Maret 1995;27 Desember 1975;19 Maret 1995;18 Maret 1995;19 Maret 1995;7 Desember 2021;27 Desember 1975;19 Maret 1995;27 Desember 1975;19 Maret 1995;19 Maret 1995;1 Maret 1990;1 Mei 1990;18 April 1991;19 Januari 1992;8 September 1992;3 Januari 1993;10 Juni 1993;20 Oktober 1993;2 Januari 1995;10 Januari 1995;19 Januari 1995;6 April 2011;18 April 2014;19 Maret 2014;18 April 2014;27 Desember 2013;18 April 2014;2 Mei 2020;8 Juni 2022;20 Maret 1995;27 Juni 2022;25 Juni 2022;19 Maret 1995;19 Maret 2022;19 Maret 1995";19 Maret 1995;1;0;0;0
182;Kapan lady diana meninggal?;31 Agustus 1997;"1 Juli 1961;31 Agustus 1997;6 September 1997;1 Juli 1961;31 Agustus 1997;28 Agustus 1996;31 Agustus 1997;29 Juli 1981;5 November 1981;21 Juni 1982;15 September 1984;20 November 1995;20 Desember 1995;28 Agustus 1996;8 Januari 2007;31 Agustus 1997;6 September 1997;13 Juli 2006;31 Agustus 1997;1 Juli 1961;9 Juni 1975;9 Juni 1975;29 Juli 1981;29 Juli 1981;28 Agustus 1996;29 Juli 1981;28 Agustus 1996;28 Agustus 1996;31 Agustus 1997;18 November 1982;21 Juni 1982;29 April 2011;15 September 1984;19 Mei 2018;10 Mei 2015;16 Agustus 2007;24 Juli 1981;24 April 2016;17 November 1980;22 Juli 2013;12 November 2010;17 September 2009;24 April 2015;29 Juli 1981;27 November 2008;30 April 2011;1 Mei 2007;22 Desember 2012;21 September 2002;23 April 2016;24 Agustus 2011;28 Desember 2014;15 Oktober 2008;15 Oktober 2008;20 November 1995;8 Januari 2010;21 Desember 1995;23 Juli 2013;21 Desember 1995;23 Juli 2013;20 Desember 1995;2 November 2010;23 April 2016;6 April 2010;24 April 2016;10 April 2015;2 November 2010;24 September 2000;24 September 2000;7 Januari 2017;5 Juli 2004;13 Oktober 2008;15 Juli 1996;24 April 2016;23 April 2011;25 Oktober 2002;24 Oktober 2016;2 November 2010;16 Januari 2008;25 Agustus 2008;13 Januari 2008;14 Januari 2008;5 Agustus 2013;31 Juli 2013;5 Agustus 2013;9 Januari 2008;24 Agustus 2008;25 Mei 2011;31 Juli 2013;10 April 2015;14 Januari 2008;10 April 2015;18 Desember 2007;11 Oktober 2014;19 Desember 2007;11 Oktober 2013;6 September 1997;13 Oktober 2008;2 November 2010;4 Mei 2007;27 Juni 2011;11 Oktober 2014;24 Desember 2016;9 September 1997;4 Januari 2017;19 November 1997;4 Januari 2017;29 Juni 2015;6 September 1997;29 Juni 2015;9 Juli 2007;23 Juni 2015;4 Oktober 2015;10 Juni 1985;25 Juli 2013;23 Juli 2013;11 April 2013;17 November 2015;10 April 2015;10 April 2015;14 Juni 2013;16 Juni 2013;11 Agustus 2013;1 Juli 1961;31 Agustus 1997;29 Juli 1981;28 Agustus 1996;4 Juni 2022;31 Agustus 1997;31 Agustus 1997;31 Agustus 2021;31 Agustus 1997;1 Juli 1961;29 Juli 1981;31 Agustus 1997;31 Agustus 1997;5 Maret 1993;31 Agustus 1997;7 November 1985;20 Juli 2022;24 Juni 1932;30 Juni 2022;31 Agustus 1997;31 Agustus 1997;20 Juni 2022;31 Agustus 1997;31 Agustus 1997;31 Agustus 1997;30 Agustus 1997;31 Agustus 1997;20 Juni 2022;20 April 2022";31 Agustus 1997;1;0;0;0
183;Kapan pangeran philip meninggal?;09-Apr-21;"18 November 2017;9 April 2021;4 Mei 2021;13 April 2021;17 April 2021;1 Juni 2013;9 April 2021;24 April 2021;19 Juni 2022;12 Juni 2016;9 April 2021;10 Juni 1921;2 September 1945;20 November 1947;30 Juni 2022;26 Juni 2022;30 Juni 2022;26 Juni 2022";09-Apr-21;1;0;0;0
184;Kapan elizabeth II menikah?;20-Nov-47;"20 November 1947;20 November 2021;9 Juli 1947;20 November 1947;20 November 2021;21 April 1926;22 Desember 2021;5 Januari 2022;20 November 1947;20 November 1947;20 November 1947;18 November 2017;24 Juni 1932;30 Juni 2022;10 April 2021;20 November 1947;9 April 2021;10 April 2021;9 April 2021;39 April 2021;08 Januari 2019;30 September 2021;16 Mei 2016;72 Juni 2022;20 November 1947;20 November 1947;20 November 1947;20 November 1947;20 November 1947;20 November 2021;9 April 2021;20 November 1947;25 Juni 2022;25 Juni 2022;20 November 1947";20-Nov-47;1;0;0;0
185;Kapan terjadinya konflik sampit?;18 Februari 2001;"17 Desember 2000;8 Juni 2022;17 Desember 2000;17 Desember 2000;12 Mei 1998;20 Febuari 2001;18 Juni 2020;18 Juni 2020;18 Juni 2020;17 Desember 2000";17 Desember 2000;0;1;0;0
186;Kapan Kabinet Dwikora II dilantik?;24 Februari 1966;"27 Maret 1966;27 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;18 Maret 1966;14 Mei 2022;30 September 1965;5 Juli 1959;30 September 1965;8 Oktober 1965;30 September 1965;30 Maret 1966;27 Agustus 1964;27 Maret 1966;30 September 1965;31 Maret 1966;25 Juli 1966;30 September 1965;27 Maret 1966;30 Maret 1966;28 Maret 1966;6 Maret 1962;6 Maret 1962;13 November 1963;23 November 1963;27 Agustus 1964;27 Agustus 1964;28 Maret 1966;27 Maret 1966;25 Juli 1966;26 Oktober 1960;25 Agustus 1961;17 Oktober 1961;6 Maret 1962;5 Mei 1962;23 November 1963;27 Maret 1966;12 Maret 1967;11 Maret 1966;11 Maret 1966;2 September 1945;14 November 1945;14 November 1945;12 Maret 1946;12 Maret 1946;2 Oktober 1946;2 Oktober 1946;3 Juli 1947;3 Juli 1947;11 November 1947;11 November 1947;29 Januari 1948;29 Januari 1948;4 Agustus 1949;19 Desember 1948;13 Juli 1949;4 Agustus 1949;20 Desember 1949;20 Desember 1949;6 September 1950;20 Desember 1949;21 Januari 1950;21 Januari 1950;6 September 1950;6 September 1950;27 April 1951;27 April 1951;3 April 1952;3 April 1952;30 Juli 1953;30 Juli 1953;12 Agustus 1955;12 Agustus 1955;24 Maret 1956;24 Maret 1956;9 April 1957;9 April 1957;10 Juli 1959;10 Juli 1959;6 Maret 1962;6 Maret 1962;13 November 1963;13 November 1963;27 Agustus 1964;27 Agustus 1964;28 Maret 1966;28 Maret 1966;25 Juli 1966;25 Juli 1966;17 Oktober 1967;17 Oktober 1967;6 Juni 1968;19 Januari 1947;12 April 1947;7 Januari 1952;6 Juni 1956;24 Agustus 1957;23 Oktober 1958;31 Desember 1963;19 Januari 1947;12 April 1947;7 Januari 1952;6 Juni 1956;24 Agustus 1957;23 Oktober 1958;31 Desember 1963;13 November 1963;23 Mei 1966;3 Agustus 1966;19 Maret 1983;26 Oktober 1999;9 Agustus 2001;21 Oktober 2009;27 Juli 2016;27 Juli 2016;12 April 2021";18 Maret 1966;0;1;0;0
187;Kapan penandatanganan Supersemar?;11 Maret 1966;"11 Maret 1966;11 Maret 1966;1 Oktober 1965;21 Mei 1998;11 Maret 1966;11 Maret 1966;8 September 2004;27 Januari 2008;8 Maret 1966;11 Maret 2022;12 Maret 2022;10 Maret 2022;11 Maret 1966;12 Maret 2022;1 Oktober 1965;27 Maret 1968;12 Maret 2022;25 Juli 1966;11 Maret 1966;30 September 1965;17 Agustus 1966;11 Maret 1966;15 Januari 1998;11 Maret 1966;12 Maret 1966;18 Maret 1966;22 Maret 1966;11 Maret 1966;15 Maret 1971;10 Maret 1977;11 Maret 1966;11 Maret 2021;11 Maret 1966;11 Maret 1966;17 Agustus 1966;10 Maret 2021;11 Maret 1966;11 Maret 1966;11 Maret 1966;30 September 1965;12 Maret 1966;5 Juli 1966;11 Maret 1966;23 Juni 2022;11 Maret 1966;1 Oktober 1965;11 Maret 1966;11 Maret 1966;11 Maret 1966;11 Maret 1966;11 Maret 1966;30 September 1965;10 Oktober 1965;16 Oktober 1965;11 Maret 1966;11 Maret 1966;21 Juni 2022;11 Maret 1966;9 Agustus 2008;11 Maret 2022;25 Juni 2022;21 Juni 2022;21 Juni 2022;27 Juni 2022;23 Juni 2022;11 Maret 2020;11 Maret 1966;11 Maret 1966;12 Maret 1966;11 Maret 1966;11 Maret 1966;11 Maret 1966;8 September 2004;27 Januari 2008;19 Januari 2022;12 Januari 2022;05 Januari 2022;24 Januari 2022;11 Januari 2022;11 Maret 1966;11 Maret 1966;11 Maret 1966;11 Maret 1966;17 Agustus 1966;22 Juni 2022;17 Juni 2022;20 Juni 2022";11 Maret 1966;1;0;0;0
188;Kapan Soekarno mengumumkan Kabinet Dwikora III?;27 Maret 1966;"27 Agustus 1964;27 Maret 1966;30 September 1965;31 Maret 1966;25 Juli 1966;31 Maret 1966;25 Juli 1966;27 Maret 1966;31 Maret 1966;25 Juli 1966;25 Mei 1966;25 Mei 1966;27 April 1966;7 April 1966;7 April 1966;27 Maret 1966;27 Maret 1966;25 Mei 1966;20 April 1966;28 April 1966;31 Maret 1966;7 April 1966;17 Agustus 2021;30 September 1965;5 Juli 1959;30 September 1965;8 Oktober 1965;30 September 1965;30 Maret 1966;27 Maret 1966;25 Juli 1966;27 Agustus 1964;25 Juli 1966;17 Oktober 1967;25 Juli 1966;17 Oktober 1967";25 Juli 1966;0;0;1;0
189;Kapan kemerdekaan Guyana?;26 Mei 1966;"26 Mei 1966;2 Maret 2011;27 Juli 2014;8 Maret 2022;13 Agustus 1814;26 Mei 1966;26 Mei 1966;23 Juni 2022;23 Juni 2022;23 Juni 2022;23 Juni 2022;8 Mei 2020;26 Mei 1966;28 Maret 2007;9 April 2007;25 Juni 2022";26 Mei 1966;1;0;0;0
190;Kapan Indonesia dan Malaysia sepakat memulihkan hubungan diplomatik?;11 Agustus 1966;;11 Agustus 1966;1;0;0;0
191;Kapan terjadinya peristiwa G30SPKI?;30-Sep-65;"1 Oktober 1965;30 September 1956;1 Oktober 1965;3 Oktober 1965;1 Oktober 1965;16 September 1963;7 Januari 1965;13 Januari 1965;8 Agustus 1965;1 Oktober 1965;3 Oktober 1965;1 Oktober 1965;1 Oktober 1965;12 Oktober 1965;16 Oktober 1965;11 Maret 1966;11 Maret 1966;4 Oktober 2006;22 Juni 1966;02 Oktober 2019;29 September 2007;30 September 1965;20 September 2009;30 September 1965;18 September 2009;18 September 2009;16 April 2000;29 September 1015;11 Juni 2022;1 Oktober 1965;30 September 1965;30 September 1965;30 September 1965;30 September 1995;11 Maret 1966;1 Oktober 1965;30 September 1965;30 September 1965;1 Oktober 1965;30 September 2021;23 Juni 2022;23 Juni 2022;7 Juni 2022;30 September 1965;30 September 1965;30 September 1965;30 September 1965;30 September 1965;30 September 1965;1 Oktober 1965;30 September 1965;8 Juni 2022";30-Sep-65;1;0;0;0
192;Kapan penumpasan PKI?;01 Oktober 1965;"30 September 1965;1 Oktober 1965;1 Oktober 1965;2 Oktober 1965;11 Maret 1966;30 September 1965;1 Oktober 1965;30 September 2017;10 Oktober 1965;13 Oktober 1965;11 Maret 1966;30 September 2017;29 September 2017;23 Juni 2022;23 Juni 2022;23 Juni 2022;22 Juni 2022;22 Juni 2022;22 Juni 2022;21 Juni 2022;21 Juni 2022;22 Juni 2022;17 April 2018;1 Oktober 1965;11 Maret 1966;1 Maret 1949;3 Oktober 1965;29 September 2012;25 Desember 2012;25 Desember 2012;1 Agustus 1993;29 September 2012;25 Desember 2012;29 Desember 2012;29 September 2012;25 Desember 2012;29 September 2012;25 Desember 2012;25 Desember 2012;29 September 2012;25 Desember 2012;25 Desember 2012;31 Desember 1984;1 September 1998;4 April 2011;28 Desember 2012;14 November 2012;26 Desember 2012;25 Desember 2012;25 Desember 2012;25 Desember 2012;31 Desember 1984;26 Desember 2012;29 September 2007;28 Desember 2012;29 September 2012;25 Desember 2012;27 Juni 1993;25 Juli 2012;25 Desember 2012;30 September 2012;25 Desember 2012;29 September 2012;25 Desember 2012;30 Maret 1997;25 Desember 2012;15 Oktober 2003;28 Desember 2012;29 September 2012;25 Desember 2012;17 Juni 2022;30 September 1965;30 September 1965;1 Oktober 1965;11 Maret 1966;1 Maret 1949;3 Oktober 1965;29 September 2012;25 Desember 2012;25 Desember 2012;25 Desember 2012;25 Desember 2012;1 Agustus 1993;29 September 2012;25 Desember 2012;25 Desember 2012;29 Desember 2012;29 Desember 2012;29 September 2012;25 Desember 2012;25 Desember 2012;29 September 2012;25 Desember 2012;25 Desember 2012;25 Desember 2012;25 Desember 2012;29 September 2012;25 Desember 2012;25 Desember 2012;25 Desember 2012;25 Desember 2012;31 Desember 1984;1 September 1998;4 April 2011;28 Desember 2012;28 Desember 2012;14 November 2012;14 November 2012;26 Desember 2012;26 Desember 2012;25 Desember 2012;25 Desember 2012;25 Desember 2012;25 Desember 2012;25 Desember 2012;25 Desember 2012;31 Desember 1984;26 Desember 2012;26 Desember 2012;29 September 2007;28 Desember 2012;28 Desember 2012;29 September 2012;25 Desember 2012;25 Desember 2012;27 Juni 1993;25 Juli 2012;25 Desember 2012;25 Desember 2012;30 September 2012;25 Desember 2012;25 Desember 2012;29 September 2012;25 Desember 2012;25 Desember 2012;30 Maret 1997;25 Desember 2012;25 Desember 2012;15 Oktober 2003;28 Desember 2012;28 Desember 2012;29 September 2012;25 Desember 2012;25 Desember 2012;1 Oktober 1965;65 Oktober 2012;30 September 1965;2 Oktober 1965;1 November 1965;6 Oktober 1965;20 Juni 1934;7 Juni 1999;21 Mei 1998;21 Mei 1998;21 Mei 1998;21 Mei 1998;21 Mei 1998;28 September 2020;30 September 1965;1 Oktober 1965;2 Oktober 1965;01 April 2020;01 April 2020;01 April 2020;01 April 2020;01 April 2020;1 Oktober 1965;1 Oktober 1965;1 Oktober 1965";25 Desember 2012;0;0;1;0
193;Kapan Pengeboman Jakarta 2003 terjadi?;05 Agustus 2003;"5 Agustus 2003;17 Juli 2009;17 Juli 2009;5 Agustus 2003;8 September 2003;17 Juli 2009;1 April 2022;5 Agustus 2003;6 Agustus 2003;5 Agustus 2003;24 Juni 1932;30 Juni 2022;24 Juni 1932;5 Agustus 2003;5 Agustus 2003;11 Agustus 2003;3 Juli 1946;9 September 2004;17 Juli 2009";05 Agustus 2003;1;0;0;0
194;Kapan Komisi Pemberantasan Korupsi (KPK) resmi berdiri?;29 Desember 2003;"20 Desember 2019;30 Desember 2008;16 Desember 2003;4 Mei 2009;6 Oktober 2009;21 September 2009;15 Maret 2010;20 Desember 2010;2 Desember 2011;17 Desember 2011;3 Desember 2011;16 Desember 2011;17 Desember 2015;17 September 2019;23 September 2019;6 Desember 2020;25 November 2020;27 Juli 2020;27 Juli 2020;27 Juli 2020;17 Juni 2019;27 Juli 2020;27 Juli 2020;27 Juli 2020;29 Juli 2019;26 Juli 2019;10 Juli 2019;15 Maret 2019;22 Maret 2019;20 November 2018;6 Agustus 2011;13 Agustus 2011;5 Juli 2011;24 Mei 2011;23 Agustus 2011;20 Maret 2008;22 September 2008;22 Maret 2015;27 Desember 2002;22 Maret 2015;2 Desember 2011;2 Oktober 2019;17 September 2019;18 September 2019;18 September 2019;23 Agustus 2011;7 Oktober 2011;17 Agustus 1970;13 November 1998;19 Mei 1999;16 Agustus 1999;21 November 2001;21 Juli 2020;11 Desember 2021;9 Desember 2021;9 Desember 2021;9 Desember 2021;3 Juni 2022;31 Mei 2022;29 April 2022;13 April 2022;1 Maret 2022;14 Januari 2022;27 Desember 2002;25 November 2010;16 Agustus 1967;16 Desember 2003;4 Mei 2009;6 Oktober 2009;21 September 2009;15 Maret 2010;20 Desember 2010;2 Desember 2011;17 Desember 2011;6 Agustus 2011;13 Agustus 2011;5 Juli 2011;24 Mei 2011;23 Agustus 2011;20 Maret 2008;22 September 2008;23 Agustus 2011;7 Oktober 2011;27 Desember 2002;27 Desember 2002;4 Mei 2009;15 Maret 2010;2 Desember 2011;27 Desember 2002";27 Juli 2020;0;1;0;0
195;Kapan Bom Kedubes Australia terjadi?;09-Sep-04;"9 September 2004;5 November 2004;13 September 2005;9 September 2004;9 September 2004;5 November 2004;13 September 2005;1 April 2022;9 September 2004;9 September 2004;9 September 2004;9 September 2021;9 September 2021;14 Desember 1542;24 Juli 1567;10 Juli 1559;5 Desember 1560;10 Maret 1965;19 April 1999;27 April 2003;13 Mei 2018;7 Juli 2005;23 Juni 2022;22 Juni 2022;21 Juni 2022;20 Juni 2022;19 Juni 2022;18 Juni 2022;17 Juni 2022;16 Juni 2022;22 Juni 2022;3 Maret 1975;9 September 2004";09-Sep-04;1;0;0;0
196;Kapan Pemerintah Indonesia mengadakan kesepakatan damai dengan Gerakan Aceh Merdeka (GAM)?;15 Agustus 2005;"4 Desember 1976;2 Juni 2010;4 Desember 1976;26 Desember 2004;17 Juli 2005;15 Agustus 2005;19 Desember 2005;16 Juli 2018;29 Mei 2022;18 Juli 2005;23 Juni 2022;15 Agustus 2005;26 Desember 2004;15 Agustus 1945;24 Juni 1932;30 Juni 2022;24 Juni 1932;15 Agustus 2005;15 Agustus 2005;8 Agustus 2020;15 Agustus 2005;4 Desember 2020;4 Desember 1976;25 September 1925;26 Desember 2004;15 Agustus 2005;17 Oktober 2008;2 Juni 2010";15 Agustus 2005;1;0;0;0
197;Kapan kemerdekaan Sudan?;09 Juli 2011;"1 Januari 2022;14 September 2021;17 Oktober 2017;13 Januari 2019;12 Januari 2019;11 Maret 2017;5 Maret 2017;24 Juli 2020;6 Juni 2019;10 Juni 2019;22 Juni 2022;23 Juni 2022;23 Juni 2022;23 Juni 2022;22 Juni 2022;22 Juni 2022;22 Juni 2022;21 Juni 2022;21 Juni 2022;1 Januari 1956;9 Juli 2011;11 April 2019;4 Agustus 2019;9 Juli 2011;3 Oktober 2015;2 Maret 2011;24 Juli 2014;18 Juni 2022;9 Januari 2011;19 Juli 2021;9 Juli 2011;25 Desember 2013;73 Oktober 2017;23 Juni 2022;9 Juli 2011;9 Juli 2011;9 Juli 2005;1 Januari 1956;14 september 1992;9 Januari 2011;15 Januari 2011;9 Juli 2011;2 Juli 2014;9 Juli 2021;24 Juni 1932;30 Juni 2022;24 Juni 1932;9 Juli 2011;23 Juni 2022;23 Juni 2022;23 Juni 2022;23 Juni 2022;31 Mei 2022;9 Juli 2011;9 Juli 2011;2 Juni 2006;5 Juni 2006;20 Mei 2002;28 November 1975;30 Agustus 1999;20 Mei 2002;1 Oktober 1994;27 April 1993;1 Januari 1993;1 Januari 1993;25 Juni 1991";;1;0;0;0
198;Kapan samsung didirikan?;1 Maret 1938;1 Maret 1938;1 Maret 1938;1;0;0;0
199;Kapan atta halilintar menikah?;03-Apr-21;"20 November 1994;21 Maret 2021;22 Juni 2022;23 Juni 2022;18 Juni 2022;18 Juni 2022;18 Juni 2022;18 Juni 2022;23 Juni 2022;23 Juni 2022;23 Juni 2022;23 Juni 2022;23 Juni 2022;22 Juni 2022;22 Juni 2022;22 Juni 2022;22 Juni 2022;22 Juni 2022;21 Juni 2022;3 April 2021;13 Maret 2021";22 Juni 2022;0;0;1;0
200;Kapan sidang johnny depp berakhir?;7 Mei 2022;"23 Mei 2022;19 Mei 2022;27 Mei 2022;27 Juni 2022;23 Mei 2022;16 Mei 2022;2 Juni 2022;2 Juni 2022;1 Juni 2022;28 Mei 2022;28 April 2022;28 April 2022;24 April 2022;7 Juli 2020;26 Mei 2022;27 Mei 2022;27 Mei 2022;23 Juni 2022;23 Juni 2022;23 Juni 2022;1 Juni 2022";7 Mei 2022;1;0;0;0
